Timestamp,Humidity,Temperature
20240722015454,61.80,16.40
20240722015504,61.80,16.40
20240722015514,61.80,16.40
20240722015524,62.00,16.30
20240722015534,62.10,16.20
20240722015544,62.10,16.20
20240722015554,62.10,16.20
20240722015604,62.20,16.20
20240722015614,62.20,16.20
20240722015624,62.30,16.20
20240722015634,62.40,16.20
20240722015644,62.20,16.30
20240722015654,62.10,16.30
20240722015704,62.20,16.30
20240722015714,62.20,16.30
20240722015724,62.10,16.30
20240722015734,62.10,16.30
20240722015744,62.20,16.20
20240722015754,62.20,16.20
20240722015804,62.30,16.20
20240722015814,62.40,16.30
20240722015824,62.30,16.30
20240722015834,62.20,16.20
20240722015844,62.20,16.30
20240722015854,62.10,16.30
20240722015904,62.10,16.20
20240722015914,62.10,16.30
20240722015924,62.10,16.20
20240722015934,62.20,16.20
20240722015944,62.30,16.20
20240722015954,62.40,16.20
20240722020004,62.50,16.20
20240722020014,62.60,16.20
20240722020024,62.40,16.20
20240722020034,62.30,16.10
20240722020044,62.30,16.20
20240722020054,62.40,16.20
20240722020104,62.30,16.20
20240722020114,62.30,16.30
20240722020124,62.30,16.30
20240722020134,62.40,16.30
20240722020144,62.10,16.30
20240722020154,62.10,16.30
20240722020204,62.10,16.20
20240722020214,62.30,16.20
20240722020224,62.20,16.20
20240722020234,62.20,16.30
20240722020244,62.20,16.30
20240722020254,62.20,16.40
20240722020304,62.20,16.40
20240722020314,62.10,16.40
20240722020324,62.00,16.40
20240722020334,62.10,16.40
20240722020344,62.00,16.40
20240722020354,62.00,16.40
20240722020404,62.10,16.40
20240722020414,62.00,16.40
20240722020424,62.00,16.30
20240722020434,62.10,16.30
20240722020444,62.10,16.40
20240722020454,62.10,16.40
20240722020504,62.00,16.40
20240722020514,61.90,16.40
20240722020524,62.00,16.30
20240722020535,62.00,16.30
20240722020545,62.20,16.30
20240722020555,62.20,16.30
20240722020605,62.10,16.30
20240722020615,62.10,16.30
20240722020625,62.00,16.40
20240722020635,61.90,16.40
20240722020645,62.00,16.40
20240722020655,62.10,16.40
20240722020705,62.00,16.40
20240722020715,62.00,16.40
20240722020725,61.70,16.40
20240722020735,61.80,16.40
20240722020745,61.80,16.40
20240722020755,61.90,16.40
20240722020805,61.80,16.40
20240722020815,61.90,16.40
20240722020825,62.00,16.40
20240722020835,62.00,16.40
20240722020845,62.00,16.40
20240722020855,62.00,16.40
20240722020905,62.00,16.40
20240722020915,62.10,16.40
20240722020925,62.10,16.40
20240722020935,62.20,16.40
20240722020945,62.20,16.40
20240722020955,62.00,16.40
20240722021005,61.80,16.40
20240722021015,61.70,16.40
20240722021025,61.80,16.40
20240722021035,61.70,16.40
20240722021045,61.80,16.40
20240722021055,62.00,16.40
20240722021105,61.90,16.40
20240722021115,61.90,16.40
20240722021125,61.90,16.40
20240722021135,62.00,16.40
20240722021145,61.90,16.40
20240722021155,61.80,16.40
20240722021205,61.80,16.40
20240722021215,61.80,16.40
20240722021225,61.90,16.40
20240722021235,61.80,16.40
20240722021245,61.60,16.40
20240722021255,61.70,16.40
20240722021305,61.90,16.40
20240722021315,61.90,16.40
20240722021325,61.90,16.40
20240722021335,61.80,16.40
20240722021345,61.90,16.40
20240722021355,61.70,16.50
20240722021405,61.80,16.50
20240722021415,61.80,16.50
20240722021425,61.60,16.50
20240722021435,61.60,16.50
20240722021445,61.60,16.50
20240722021455,61.60,16.50
20240722021505,61.60,16.50
20240722021515,61.50,16.60
20240722021525,61.40,16.60
20240722021535,61.40,16.60
20240722021545,61.30,16.60
20240722021555,61.30,16.60
20240722021605,61.10,16.60
20240722021615,61.00,16.60
20240722021625,61.10,16.60
20240722021635,61.40,16.50
20240722021645,61.70,16.50
20240722021655,61.90,16.50
20240722021705,61.90,16.50
20240722021715,61.90,16.60
20240722021725,61.90,16.60
20240722021735,61.80,16.70
20240722021745,61.70,16.80
20240722021755,61.50,16.80
20240722021805,61.40,16.90
20240722021815,61.20,17.00
20240722021825,61.10,17.00
20240722021835,60.90,17.10
20240722021845,60.70,17.20
20240722021855,60.50,17.20
20240722021905,60.40,17.40
20240722021915,60.20,17.40
20240722021925,60.10,17.50
20240722021935,60.00,17.60
20240722021945,59.80,17.60
20240722021955,59.70,17.70
20240722022005,59.60,17.80
20240722022015,59.50,17.80
20240722022025,59.30,17.90
20240722022035,59.10,18.00
20240722022045,59.00,18.00
20240722022055,58.80,18.10
20240722022105,58.70,18.10
20240722022115,58.60,18.20
20240722022125,58.40,18.30
20240722022135,58.30,18.30
20240722022145,58.20,18.40
20240722022155,58.00,18.40
20240722022205,57.90,18.40
20240722022215,57.90,18.50
20240722022225,57.90,18.50
20240722022235,57.80,18.50
20240722022245,57.80,18.60
20240722022255,57.80,18.60
20240722022305,57.70,18.60
20240722022315,57.60,18.60
20240722022325,57.60,18.70
20240722022335,57.60,18.70
20240722022345,57.50,18.70
20240722022355,57.50,18.80
20240722022405,57.40,18.80
20240722022415,57.30,18.80
20240722022425,57.30,18.80
20240722022435,57.20,18.80
20240722022445,57.10,18.90
20240722022455,57.00,18.90
20240722022505,57.10,18.90
20240722022515,57.00,18.90
20240722022525,57.00,19.00
20240722022535,57.00,19.00
20240722022545,56.90,19.00
20240722022555,56.80,19.00
20240722022605,56.80,19.00
20240722022615,56.70,19.10
20240722022625,56.70,19.10
20240722022635,56.70,19.10
20240722022645,56.70,19.10
20240722022655,56.60,19.10
20240722022705,56.60,19.10
20240722022715,56.60,19.20
20240722022725,56.50,19.20
20240722022735,56.50,19.20
20240722022745,56.50,19.20
20240722022755,56.50,19.20
20240722022805,56.50,19.20
20240722022816,56.40,19.20
20240722022826,56.40,19.30
20240722022836,56.30,19.30
20240722022846,56.30,19.30
20240722022856,56.30,19.30
20240722022906,56.30,19.30
20240722022916,56.30,19.30
20240722022926,56.20,19.30
20240722022936,56.20,19.40
20240722022946,56.20,19.40
20240722022956,56.20,19.40
20240722023006,56.10,19.40
20240722023016,56.10,19.40
20240722023026,56.10,19.40
20240722023036,56.10,19.50
20240722023046,56.00,19.50
20240722023056,56.00,19.50
20240722023106,56.00,19.50
20240722023116,56.00,19.50
20240722023126,55.90,19.50
20240722023136,55.90,19.50
20240722023146,55.90,19.50
20240722023156,55.90,19.50
20240722023206,55.80,19.50
20240722023216,55.80,19.50
20240722023226,55.80,19.60
20240722023236,55.80,19.60
20240722023246,55.80,19.60
20240722023256,55.70,19.50
20240722023306,55.70,19.60
20240722023316,55.70,19.60
20240722023326,55.70,19.60
20240722023336,55.70,19.60
20240722023346,55.70,19.60
20240722023356,55.60,19.70
20240722023406,55.60,19.60
20240722023416,55.60,19.70
20240722023426,55.60,19.70
20240722023436,55.50,19.70
20240722023446,55.60,19.70
20240722023456,55.60,19.70
20240722023506,55.60,19.70
20240722023516,55.50,19.70
20240722023526,55.50,19.70
20240722023536,55.50,19.70
20240722023546,55.50,19.70
20240722023556,55.60,19.70
20240722023606,55.50,19.70
20240722023616,55.50,19.70
20240722023626,55.50,19.70
20240722023636,55.50,19.70
20240722023646,55.50,19.70
20240722023656,55.50,19.70
20240722023706,55.50,19.70
20240722023716,55.50,19.70
20240722023726,55.50,19.70
20240722023736,55.50,19.70
20240722023746,55.50,19.70
20240722023756,55.50,19.70
20240722023806,55.50,19.70
20240722023816,55.40,19.70
20240722023826,55.40,19.70
20240722023836,55.40,19.70
20240722023846,55.40,19.70
20240722023856,55.40,19.70
20240722023906,55.40,19.70
20240722023916,55.40,19.70
20240722023926,55.40,19.70
20240722023936,55.40,19.70
20240722023946,55.40,19.70
20240722023956,55.50,19.70
20240722024006,55.50,19.70
20240722024016,55.40,19.70
20240722024026,55.40,19.70
20240722024036,55.40,19.70
20240722024046,55.50,19.70
20240722024056,55.50,19.70
20240722024106,55.50,19.70
20240722024116,55.50,19.70
20240722024126,55.50,19.70
20240722024136,55.50,19.70
20240722024146,55.50,19.70
20240722024156,55.50,19.70
20240722024206,55.50,19.70
20240722024216,55.40,19.70
20240722024226,55.50,19.70
20240722024236,55.40,19.70
20240722024246,55.50,19.70
20240722024256,55.50,19.70
20240722024306,55.40,19.70
20240722024316,55.40,19.70
20240722024326,55.40,19.70
20240722024336,55.50,19.70
20240722024346,55.50,19.70
20240722024356,55.50,19.70
20240722024406,55.50,19.70
20240722024416,55.50,19.70
20240722024426,55.50,19.70
20240722024436,55.50,19.70
20240722024446,55.50,19.70
20240722024456,55.50,19.70
20240722024506,55.50,19.70
20240722024516,55.50,19.70
20240722024526,55.50,19.70
20240722024536,55.50,19.70
20240722024546,55.50,19.70
20240722024556,55.50,19.70
20240722024606,55.50,19.70
20240722024616,55.50,19.70
20240722024626,55.50,19.70
20240722024636,55.50,19.70
20240722024646,55.50,19.70
20240722024656,55.50,19.70
20240722024706,55.50,19.70
20240722024716,55.50,19.70
20240722024726,55.50,19.70
20240722024736,55.50,19.70
20240722024746,55.50,19.70
20240722024756,55.50,19.70
20240722024806,55.50,19.70
20240722024816,55.50,19.70
20240722024826,55.50,19.70
20240722024836,55.50,19.70
20240722024846,55.50,19.70
20240722024856,55.50,19.70
20240722024906,55.50,19.70
20240722024916,55.50,19.70
20240722024926,55.50,19.70
20240722024936,55.50,19.70
20240722024946,55.50,19.70
20240722024956,55.50,19.70
20240722025006,55.50,19.70
20240722025016,55.50,19.70
20240722025026,55.50,19.70
20240722025036,55.50,19.70
20240722025046,55.40,19.70
20240722025057,55.50,19.70
20240722025107,55.40,19.70
20240722025117,55.40,19.70
20240722025127,55.40,19.70
20240722025137,55.40,19.70
20240722025147,55.40,19.70
20240722025157,55.50,19.70
20240722025207,55.40,19.70
20240722025217,55.40,19.70
20240722025227,55.40,19.70
20240722025237,55.40,19.70
20240722025247,55.40,19.70
20240722025257,55.40,19.70
20240722025307,55.40,19.70
20240722025317,55.40,19.70
20240722025327,55.40,19.80
20240722025337,55.40,19.80
20240722025347,55.40,19.80
20240722025357,55.40,19.70
20240722025407,55.40,19.80
20240722025417,55.40,19.80
20240722025427,55.40,19.80
20240722025437,55.40,19.80
20240722025447,55.40,19.80
20240722025457,55.40,19.80
20240722025507,55.40,19.80
20240722025517,55.40,19.80
20240722025527,55.40,19.80
20240722025537,55.40,19.80
20240722025547,55.30,19.90
20240722025557,55.30,19.90
20240722025607,55.30,19.90
20240722025617,55.30,19.90
20240722025627,55.30,19.90
20240722025637,55.30,19.90
20240722025647,55.30,19.90
20240722025657,55.30,19.90
20240722025707,55.30,19.90
20240722025717,55.30,19.90
20240722025727,55.30,19.90
20240722025737,55.30,19.90
20240722025747,55.30,19.90
20240722025757,55.30,19.90
20240722025807,55.30,19.90
20240722025817,55.30,19.90
20240722025827,55.30,19.90
20240722025837,55.30,20.00
20240722025847,55.30,19.90
20240722025857,55.30,20.00
20240722025907,55.30,20.00
20240722025917,55.20,20.00
20240722025927,55.20,20.00
20240722025937,55.20,20.00
20240722025947,55.30,20.00
20240722025957,55.30,20.00
20240722030007,55.30,20.00
20240722030017,55.20,20.00
20240722030027,55.20,20.00
20240722030037,55.20,20.00
20240722030047,55.20,20.00
20240722030057,55.20,20.00
20240722030107,55.20,20.00
20240722030117,55.20,20.00
20240722030127,55.20,20.00
20240722030137,55.20,20.00
20240722030147,55.20,20.00
20240722030157,55.10,20.00
20240722030207,55.20,20.00
20240722030217,55.20,20.00
20240722030227,55.20,20.00
20240722030237,55.10,20.00
20240722030247,55.20,20.00
20240722030257,55.20,20.00
20240722030307,55.20,20.00
20240722030317,55.10,20.00
20240722030327,55.10,20.00
20240722030337,55.10,20.00
20240722030347,55.10,20.00
20240722030357,55.10,20.00
20240722030407,55.20,20.00
20240722030417,55.20,20.00
20240722030427,55.20,20.00
20240722030437,55.10,20.10
20240722030447,55.10,20.10
20240722030457,55.10,20.00
20240722030507,55.10,20.10
20240722030517,55.10,20.10
20240722030527,55.10,20.10
20240722030537,55.10,20.10
20240722030547,55.10,20.10
20240722030557,55.00,20.10
20240722030607,55.10,20.10
20240722030617,55.10,20.10
20240722030627,55.10,20.10
20240722030637,55.10,20.10
20240722030647,55.10,20.10
20240722030657,55.10,20.10
20240722030707,55.10,20.10
20240722030717,55.10,20.10
20240722030727,55.10,20.10
20240722030737,55.00,20.10
20240722030747,55.00,20.10
20240722030757,55.10,20.10
20240722030807,55.10,20.10
20240722030817,55.00,20.20
20240722030827,55.10,20.20
20240722030837,55.10,20.20
20240722030847,55.10,20.20
20240722030857,55.10,20.20
20240722030907,55.00,20.20
20240722030917,55.10,20.20
20240722030927,55.10,20.20
20240722030937,55.00,20.20
20240722030947,55.10,20.20
20240722030957,55.00,20.20
20240722031007,55.00,20.20
20240722031017,55.00,20.20
20240722031027,55.00,20.20
20240722031037,55.00,20.30
20240722031047,55.00,20.30
20240722031057,55.00,20.30
20240722031107,55.00,20.30
20240722031117,55.00,20.30
20240722031127,55.10,20.30
20240722031137,55.00,20.30
20240722031147,55.10,20.30
20240722031157,55.10,20.30
20240722031207,55.00,20.30
20240722031217,55.00,20.30
20240722031227,55.10,20.30
20240722031237,55.00,20.30
20240722031247,55.10,20.30
20240722031258,55.00,20.30
20240722031308,55.10,20.30
20240722031318,55.00,20.30
20240722031328,55.00,20.30
20240722031338,55.00,20.30
20240722031348,55.00,20.30
20240722031358,55.00,20.30
20240722031408,55.10,20.30
20240722031418,55.10,20.30
20240722031428,55.10,20.30
20240722031438,55.10,20.30
20240722031448,55.10,20.30
20240722031458,55.10,20.30
20240722031508,55.10,20.30
20240722031518,55.20,20.30
20240722031528,55.20,20.30
20240722031538,55.20,20.30
20240722031548,55.20,20.30
20240722031558,55.20,20.30
20240722031608,55.20,20.30
20240722031618,55.20,20.30
20240722031628,55.20,20.30
20240722031638,55.20,20.30
20240722031648,55.20,20.30
20240722031658,55.20,20.30
20240722031708,55.20,20.30
20240722031718,55.20,20.30
20240722031728,55.30,20.30
20240722031738,55.20,20.30
20240722031748,55.20,20.30
20240722031758,55.20,20.30
20240722031808,55.20,20.30
20240722031818,55.20,20.30
20240722031828,55.20,20.30
20240722031838,55.20,20.30
20240722031848,55.20,20.30
20240722031858,55.20,20.30
20240722031908,55.20,20.30
20240722031918,55.20,20.30
20240722031928,55.30,20.30
20240722031938,55.30,20.30
20240722031948,55.30,20.30
20240722031958,55.20,20.30
20240722032008,55.30,20.30
20240722032018,55.30,20.30
20240722032028,55.30,20.30
20240722032038,55.30,20.30
20240722032048,55.30,20.30
20240722032058,55.30,20.30
20240722032108,55.30,20.30
20240722032118,55.30,20.30
20240722032128,55.30,20.30
20240722032138,55.30,20.30
20240722032148,55.30,20.30
20240722032158,55.30,20.30
20240722032208,55.40,20.30
20240722032218,55.40,20.30
20240722032228,55.30,20.30
20240722032238,55.30,20.30
20240722032248,55.40,20.30
20240722032258,55.40,20.30
20240722032308,55.40,20.30
20240722032318,55.40,20.30
20240722032328,55.40,20.30
20240722032338,55.40,20.30
20240722032348,55.40,20.30
20240722032358,55.40,20.30
20240722032408,55.40,20.30
20240722032418,55.40,20.30
20240722032428,55.40,20.30
20240722032438,55.40,20.30
20240722032448,55.40,20.30
20240722032458,55.40,20.30
20240722032508,55.40,20.30
20240722032518,55.40,20.30
20240722032528,55.40,20.30
20240722032538,55.40,20.30
20240722032548,55.40,20.30
20240722032558,55.50,20.30
20240722032608,55.40,20.30
20240722032618,55.40,20.30
20240722032628,55.40,20.30
20240722032638,55.40,20.30
20240722032648,55.40,20.30
20240722032658,55.40,20.30
20240722032708,55.40,20.30
20240722032718,55.40,20.30
20240722032728,55.30,20.30
20240722032738,55.40,20.30
20240722032748,55.40,20.30
20240722032758,55.40,20.20
20240722032808,55.40,20.30
20240722032818,55.40,20.20
20240722032828,55.30,20.20
20240722032838,55.40,20.20
20240722032848,55.40,20.20
20240722032858,55.40,20.20
20240722032908,55.40,20.20
20240722032918,55.40,20.20
20240722032928,55.40,20.20
20240722032938,55.40,20.20
20240722032948,55.50,20.20
20240722032958,55.40,20.20
20240722033008,55.50,20.20
20240722033018,55.40,20.20
20240722033028,55.40,20.20
20240722033038,55.40,20.20
20240722033048,55.40,20.20
20240722033058,55.40,20.20
20240722033108,55.40,20.20
20240722033118,55.40,20.20
20240722033128,55.40,20.20
20240722033138,55.40,20.20
20240722033148,55.40,20.20
20240722033158,55.40,20.20
20240722033208,55.40,20.20
20240722033218,55.40,20.20
20240722033228,55.40,20.10
20240722033238,55.40,20.20
20240722033248,55.50,20.20
20240722033258,55.40,20.20
20240722033308,55.40,20.10
20240722033318,55.50,20.10
20240722033328,55.40,20.10
20240722033338,55.40,20.10
20240722033348,55.40,20.10
20240722033358,55.40,20.10
20240722033408,55.50,20.10
20240722033418,55.50,20.10
20240722033428,55.50,20.10
20240722033438,55.50,20.10
20240722033448,55.50,20.10
20240722033459,55.50,20.10
20240722033509,55.50,20.10
20240722033519,55.50,20.10
20240722033529,55.50,20.10
20240722033539,55.50,20.10
20240722033549,55.50,20.10
20240722033559,55.60,20.10
20240722033609,55.60,20.10
20240722033619,55.60,20.10
20240722033629,55.60,20.10
20240722033639,55.60,20.10
20240722033649,55.60,20.10
20240722033659,55.60,20.10
20240722033709,55.70,20.10
20240722033719,55.60,20.10
20240722033729,55.70,20.10
20240722033739,55.60,20.10
20240722033749,55.70,20.10
20240722033759,55.70,20.10
20240722033809,55.70,20.10
20240722033819,55.70,20.10
20240722033829,55.70,20.10
20240722033839,55.70,20.10
20240722033849,55.70,20.10
20240722033859,55.70,20.10
20240722033909,55.70,20.10
20240722033919,55.70,20.10
20240722033929,55.70,20.10
20240722033939,55.70,20.10
